@relation 'winequality-red-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R5,8-precision6'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides {'\'(-inf-0.0605]\'','\'(0.0605-0.0675]\'','\'(0.0675-0.0725]\'','\'(0.0725-0.0755]\'','\'(0.0755-0.0785]\'','\'(0.0785-0.0815]\'','\'(0.0815-0.0865]\'','\'(0.0865-0.0935]\'','\'(0.0935-0.1065]\'','\'(0.1065-inf)\''}
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density {'\'(-inf-0.99455]\'','\'(0.99455-0.99535]\'','\'(0.99535-0.995865]\'','\'(0.995865-0.996305]\'','\'(0.996305-0.996755]\'','\'(0.996755-0.997175]\'','\'(0.997175-0.99759]\'','\'(0.99759-0.99816]\'','\'(0.99816-0.99912]\'','\'(0.99912-inf)\''}
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
10.8,0.89,0.3,2.6,'\'(0.1065-inf)\'',7,60,'\'(0.99759-0.99816]\'',2.99,1.18,10.2,5
8.7,0.46,0.31,2.5,'\'(0.1065-inf)\'',24,64,'\'(0.997175-0.99759]\'',3.1,0.74,9.6,5
9.3,0.37,0.44,1.6,'\'(-inf-0.0605]\'',21,42,'\'(0.99455-0.99535]\'',3.24,0.81,10.8,7
9.4,0.5,0.34,3.6,'\'(0.0815-0.0865]\'',5,14,'\'(0.99816-0.99912]\'',3.29,0.52,10.7,6
9.4,0.5,0.34,3.6,'\'(0.0815-0.0865]\'',5,14,'\'(0.99816-0.99912]\'',3.29,0.52,10.7,6
7.2,0.61,0.08,4,'\'(0.0815-0.0865]\'',26,108,'\'(0.996305-0.996755]\'',3.25,0.51,9.4,5
8.6,0.55,0.09,3.3,'\'(0.0675-0.0725]\'',8,17,'\'(0.997175-0.99759]\'',3.23,0.44,10,5
5.1,0.585,0,1.7,'\'(-inf-0.0605]\'',14,86,'\'(-inf-0.99455]\'',3.56,0.94,12.9,7
7.7,0.56,0.08,2.5,'\'(0.1065-inf)\'',14,46,'\'(0.996755-0.997175]\'',3.24,0.66,9.6,6
8.4,0.52,0.22,2.7,'\'(0.0815-0.0865]\'',4,18,'\'(0.996755-0.997175]\'',3.26,0.57,9.9,6
8.2,0.28,0.4,2.4,'\'(-inf-0.0605]\'',4,10,'\'(-inf-0.99455]\'',3.33,0.7,12.8,7
8.4,0.25,0.39,2,'\'(-inf-0.0605]\'',4,10,'\'(-inf-0.99455]\'',3.27,0.71,12.5,7
8.2,0.28,0.4,2.4,'\'(-inf-0.0605]\'',4,10,'\'(-inf-0.99455]\'',3.33,0.7,12.8,7
7.4,0.53,0.12,1.9,'\'(0.1065-inf)\'',4,12,'\'(0.996755-0.997175]\'',3.26,0.86,9.2,5
7.6,0.48,0.31,2.8,'\'(0.0675-0.0725]\'',4,15,'\'(0.996755-0.997175]\'',3.22,0.55,10.3,6
7.3,0.49,0.1,2.6,'\'(0.0675-0.0725]\'',4,14,'\'(0.99535-0.995865]\'',3.3,0.47,10.5,5
12.9,0.5,0.55,2.8,'\'(0.0675-0.0725]\'',7,24,'\'(0.99912-inf)\'',3.09,0.68,10.9,6
10.8,0.45,0.33,2.5,'\'(0.0935-0.1065]\'',20,38,'\'(0.99816-0.99912]\'',3.24,0.71,10.8,5
6.9,0.39,0.24,2.1,'\'(0.0935-0.1065]\'',4,7,'\'(0.99455-0.99535]\'',3.44,0.58,11.4,4
12.6,0.41,0.54,2.8,'\'(0.0935-0.1065]\'',19,41,'\'(0.99912-inf)\'',3.21,0.76,11.3,6
10.8,0.45,0.33,2.5,'\'(0.0935-0.1065]\'',20,38,'\'(0.99816-0.99912]\'',3.24,0.71,10.8,5
9.8,0.51,0.19,3.2,'\'(0.0785-0.0815]\'',8,30,'\'(0.99816-0.99912]\'',3.23,0.58,10.5,6
10.8,0.29,0.42,1.6,'\'(0.0815-0.0865]\'',19,27,'\'(0.99535-0.995865]\'',3.28,0.73,11.9,6
7.1,0.715,0,2.35,'\'(0.0675-0.0725]\'',21,47,'\'(0.996305-0.996755]\'',3.29,0.45,9.4,5
9.1,0.66,0.15,3.2,'\'(0.0935-0.1065]\'',9,59,'\'(0.99912-inf)\'',3.28,0.54,9.6,5
7,0.685,0,1.9,'\'(0.0935-0.1065]\'',9,22,'\'(0.995865-0.996305]\'',3.34,0.6,9.7,5
4.9,0.42,0,2.1,'\'(-inf-0.0605]\'',16,42,'\'(-inf-0.99455]\'',3.71,0.74,14,7
6.7,0.54,0.13,2,'\'(0.0755-0.0785]\'',15,36,'\'(0.997175-0.99759]\'',3.61,0.64,9.8,5
6.7,0.54,0.13,2,'\'(0.0755-0.0785]\'',15,36,'\'(0.997175-0.99759]\'',3.61,0.64,9.8,5
7.1,0.48,0.28,2.8,'\'(0.0675-0.0725]\'',6,16,'\'(0.996755-0.997175]\'',3.24,0.53,10.3,5
7.1,0.46,0.14,2.8,'\'(0.0755-0.0785]\'',15,37,'\'(0.995865-0.996305]\'',3.36,0.49,10.7,5
7.5,0.27,0.34,2.3,'\'(-inf-0.0605]\'',4,8,'\'(0.99455-0.99535]\'',3.4,0.64,11,7
7.1,0.46,0.14,2.8,'\'(0.0755-0.0785]\'',15,37,'\'(0.995865-0.996305]\'',3.36,0.49,10.7,5
7.8,0.57,0.09,2.3,'\'(0.0605-0.0675]\'',34,45,'\'(-inf-0.99455]\'',3.46,0.74,12.7,8
5.9,0.61,0.08,2.1,'\'(0.0675-0.0725]\'',16,24,'\'(-inf-0.99455]\'',3.56,0.77,11.1,6
7.5,0.685,0.07,2.5,'\'(-inf-0.0605]\'',5,9,'\'(0.996305-0.996755]\'',3.38,0.55,10.9,4
5.9,0.61,0.08,2.1,'\'(0.0675-0.0725]\'',16,24,'\'(-inf-0.99455]\'',3.56,0.77,11.1,6
10.4,0.44,0.42,1.5,'\'(0.1065-inf)\'',34,48,'\'(0.99816-0.99912]\'',3.38,0.86,9.9,3
11.6,0.47,0.44,1.6,'\'(0.1065-inf)\'',36,51,'\'(0.99816-0.99912]\'',3.38,0.86,9.9,4
8.8,0.685,0.26,1.6,'\'(0.0865-0.0935]\'',16,23,'\'(0.996755-0.997175]\'',3.32,0.47,9.4,5
7.6,0.665,0.1,1.5,'\'(0.0605-0.0675]\'',27,55,'\'(0.996305-0.996755]\'',3.39,0.51,9.3,5
6.7,0.28,0.28,2.4,'\'(-inf-0.0605]\'',36,100,'\'(-inf-0.99455]\'',3.26,0.39,11.7,7
6.7,0.28,0.28,2.4,'\'(-inf-0.0605]\'',36,100,'\'(-inf-0.99455]\'',3.26,0.39,11.7,7
10.1,0.31,0.35,1.6,'\'(0.0725-0.0755]\'',9,28,'\'(0.996305-0.996755]\'',3.24,0.83,11.2,7
6,0.5,0.04,2.2,'\'(0.0865-0.0935]\'',13,26,'\'(0.996305-0.996755]\'',3.46,0.47,10,5
11.1,0.42,0.47,2.65,'\'(0.0815-0.0865]\'',9,34,'\'(0.997175-0.99759]\'',3.24,0.77,12.1,7
6.6,0.66,0,3,'\'(0.1065-inf)\'',21,31,'\'(0.995865-0.996305]\'',3.45,0.63,10.3,5
10.6,0.5,0.45,2.6,'\'(0.1065-inf)\'',34,68,'\'(0.996755-0.997175]\'',3.23,0.72,10.9,6
7.1,0.685,0.35,2,'\'(0.0865-0.0935]\'',9,92,'\'(0.995865-0.996305]\'',3.28,0.62,9.4,5
9.9,0.25,0.46,1.7,'\'(0.0605-0.0675]\'',26,42,'\'(0.995865-0.996305]\'',3.18,0.83,10.6,6
6.4,0.64,0.21,1.8,'\'(0.0785-0.0815]\'',14,31,'\'(0.996755-0.997175]\'',3.59,0.66,9.8,5
6.4,0.64,0.21,1.8,'\'(0.0785-0.0815]\'',14,31,'\'(0.996755-0.997175]\'',3.59,0.66,9.8,5
7.4,0.68,0.16,1.8,'\'(0.0755-0.0785]\'',12,39,'\'(0.99759-0.99816]\'',3.5,0.7,9.9,6
6.4,0.64,0.21,1.8,'\'(0.0785-0.0815]\'',14,31,'\'(0.996755-0.997175]\'',3.59,0.66,9.8,5
6.4,0.63,0.21,1.6,'\'(0.0785-0.0815]\'',12,32,'\'(0.996755-0.997175]\'',3.58,0.66,9.8,5
9.3,0.43,0.44,1.9,'\'(0.0815-0.0865]\'',9,22,'\'(0.996755-0.997175]\'',3.28,0.55,9.5,5
9.3,0.43,0.44,1.9,'\'(0.0815-0.0865]\'',9,22,'\'(0.996755-0.997175]\'',3.28,0.55,9.5,5
8,0.42,0.32,2.5,'\'(0.0785-0.0815]\'',26,122,'\'(0.99759-0.99816]\'',3.22,1.07,9.7,5
9.3,0.36,0.39,1.5,'\'(0.0785-0.0815]\'',41,55,'\'(0.996305-0.996755]\'',3.47,0.73,10.9,6
9.3,0.36,0.39,1.5,'\'(0.0785-0.0815]\'',41,55,'\'(0.996305-0.996755]\'',3.47,0.73,10.9,6
7.6,0.735,0.02,2.5,'\'(0.0675-0.0725]\'',10,14,'\'(0.99535-0.995865]\'',3.51,0.71,11.7,7
9.3,0.36,0.39,1.5,'\'(0.0785-0.0815]\'',41,55,'\'(0.996305-0.996755]\'',3.47,0.73,10.9,6
8.2,0.26,0.34,2.5,'\'(0.0725-0.0755]\'',16,47,'\'(0.995865-0.996305]\'',3.4,0.78,11.3,7
11.7,0.28,0.47,1.7,'\'(-inf-0.0605]\'',17,32,'\'(0.996755-0.997175]\'',3.15,0.67,10.6,7
6.8,0.56,0.22,1.8,'\'(0.0725-0.0755]\'',15,24,'\'(-inf-0.99455]\'',3.4,0.82,11.2,6
7.2,0.62,0.06,2.7,'\'(0.0755-0.0785]\'',15,85,'\'(0.997175-0.99759]\'',3.51,0.54,9.5,5
5.8,1.01,0.66,2,'\'(-inf-0.0605]\'',15,88,'\'(-inf-0.99455]\'',3.66,0.6,11.5,6
7.5,0.42,0.32,2.7,'\'(0.0605-0.0675]\'',7,25,'\'(0.995865-0.996305]\'',3.24,0.44,10.4,5
7.2,0.62,0.06,2.5,'\'(0.0755-0.0785]\'',17,84,'\'(0.997175-0.99759]\'',3.51,0.53,9.7,5
7.2,0.62,0.06,2.7,'\'(0.0755-0.0785]\'',15,85,'\'(0.997175-0.99759]\'',3.51,0.54,9.5,5
7.2,0.635,0.07,2.6,'\'(0.0755-0.0785]\'',16,86,'\'(0.997175-0.99759]\'',3.51,0.54,9.7,5
6.8,0.49,0.22,2.3,'\'(0.0675-0.0725]\'',13,24,'\'(-inf-0.99455]\'',3.41,0.83,11.3,6
6.9,0.51,0.23,2,'\'(0.0675-0.0725]\'',13,22,'\'(-inf-0.99455]\'',3.4,0.84,11.2,6
6.8,0.56,0.22,1.8,'\'(0.0725-0.0755]\'',15,24,'\'(-inf-0.99455]\'',3.4,0.82,11.2,6
7.6,0.63,0.03,2,'\'(0.0785-0.0815]\'',27,43,'\'(0.99535-0.995865]\'',3.44,0.64,10.9,6
7.7,0.715,0.01,2.1,'\'(0.0605-0.0675]\'',31,43,'\'(-inf-0.99455]\'',3.41,0.57,11.8,6
6.9,0.56,0.03,1.5,'\'(0.0815-0.0865]\'',36,46,'\'(0.99455-0.99535]\'',3.53,0.57,10.6,5
7.3,0.35,0.24,2,'\'(0.0605-0.0675]\'',28,48,'\'(0.99535-0.995865]\'',3.43,0.54,10,4
9.1,0.21,0.37,1.6,'\'(0.0605-0.0675]\'',6,10,'\'(0.99535-0.995865]\'',3.23,0.58,11.1,7
10.4,0.38,0.46,2.1,'\'(0.0935-0.1065]\'',6,10,'\'(0.996305-0.996755]\'',3.12,0.65,11.8,7
8.8,0.31,0.4,2.8,'\'(0.1065-inf)\'',7,16,'\'(0.995865-0.996305]\'',3.31,0.79,11.8,7
7.1,0.47,0,2.2,'\'(0.0605-0.0675]\'',7,14,'\'(0.99455-0.99535]\'',3.4,0.58,10.9,4
7.7,0.715,0.01,2.1,'\'(0.0605-0.0675]\'',31,43,'\'(-inf-0.99455]\'',3.41,0.57,11.8,6
8.8,0.61,0.19,4,'\'(0.0935-0.1065]\'',30,69,'\'(0.99759-0.99816]\'',3.22,0.5,10,6
7.2,0.6,0.04,2.5,'\'(0.0755-0.0785]\'',18,88,'\'(0.997175-0.99759]\'',3.53,0.55,9.5,5
9.2,0.56,0.18,1.6,'\'(0.0755-0.0785]\'',10,21,'\'(0.99535-0.995865]\'',3.15,0.49,9.9,5
7.6,0.715,0,2.1,'\'(0.0675-0.0725]\'',30,35,'\'(0.99455-0.99535]\'',3.48,0.65,11.4,6
8.4,0.31,0.29,3.1,'\'(0.1065-inf)\'',14,26,'\'(0.99535-0.995865]\'',3.22,0.78,12,6
7.2,0.6,0.04,2.5,'\'(0.0755-0.0785]\'',18,88,'\'(0.997175-0.99759]\'',3.53,0.55,9.5,5
8.8,0.61,0.19,4,'\'(0.0935-0.1065]\'',30,69,'\'(0.99759-0.99816]\'',3.22,0.5,10,6
8.9,0.75,0.14,2.5,'\'(0.0815-0.0865]\'',9,30,'\'(0.99816-0.99912]\'',3.34,0.64,10.5,5
9,0.8,0.12,2.4,'\'(0.0815-0.0865]\'',8,28,'\'(0.99816-0.99912]\'',3.33,0.65,10.4,6
10.7,0.52,0.38,2.6,'\'(0.0605-0.0675]\'',29,56,'\'(0.99535-0.995865]\'',3.15,0.79,12.1,7
6.8,0.57,0,2.5,'\'(0.0675-0.0725]\'',32,64,'\'(0.99455-0.99535]\'',3.43,0.56,11.2,6
10.7,0.9,0.34,6.6,'\'(0.1065-inf)\'',23,99,'\'(0.99912-inf)\'',3.22,0.68,9.3,5
7.2,0.34,0.24,2,'\'(0.0675-0.0725]\'',30,52,'\'(0.99535-0.995865]\'',3.44,0.58,10.1,5
7.2,0.66,0.03,2.3,'\'(0.0755-0.0785]\'',16,86,'\'(0.997175-0.99759]\'',3.53,0.57,9.7,5
10.1,0.45,0.23,1.9,'\'(0.0815-0.0865]\'',10,18,'\'(0.99759-0.99816]\'',3.22,0.65,9.3,6
7.2,0.66,0.03,2.3,'\'(0.0755-0.0785]\'',16,86,'\'(0.997175-0.99759]\'',3.53,0.57,9.7,5
7.2,0.63,0.03,2.2,'\'(0.0785-0.0815]\'',17,88,'\'(0.997175-0.99759]\'',3.53,0.58,9.8,6
7.1,0.59,0.01,2.3,'\'(0.0785-0.0815]\'',27,43,'\'(0.99535-0.995865]\'',3.42,0.58,10.7,6
8.3,0.31,0.39,2.4,'\'(0.0755-0.0785]\'',17,43,'\'(-inf-0.99455]\'',3.31,0.77,12.5,7
7.1,0.59,0.01,2.3,'\'(0.0785-0.0815]\'',27,43,'\'(0.99535-0.995865]\'',3.42,0.58,10.7,6
8.3,0.31,0.39,2.4,'\'(0.0755-0.0785]\'',17,43,'\'(-inf-0.99455]\'',3.31,0.77,12.5,7
8.3,1.02,0.02,3.4,'\'(0.0815-0.0865]\'',6,11,'\'(0.99816-0.99912]\'',3.48,0.49,11,3
8.9,0.31,0.36,2.6,'\'(-inf-0.0605]\'',10,39,'\'(0.99535-0.995865]\'',3.4,0.69,11.8,5
7.4,0.635,0.1,2.4,'\'(0.0785-0.0815]\'',16,33,'\'(0.997175-0.99759]\'',3.58,0.69,10.8,7
7.4,0.635,0.1,2.4,'\'(0.0785-0.0815]\'',16,33,'\'(0.997175-0.99759]\'',3.58,0.69,10.8,7
6.8,0.59,0.06,6,'\'(-inf-0.0605]\'',11,18,'\'(0.995865-0.996305]\'',3.41,0.59,10.8,7
6.8,0.59,0.06,6,'\'(-inf-0.0605]\'',11,18,'\'(0.995865-0.996305]\'',3.41,0.59,10.8,7
9.2,0.58,0.2,3,'\'(0.0785-0.0815]\'',15,115,'\'(0.99759-0.99816]\'',3.23,0.59,9.5,5
7.2,0.54,0.27,2.6,'\'(0.0815-0.0865]\'',12,78,'\'(0.996305-0.996755]\'',3.39,0.71,11,5
6.1,0.56,0,2.2,'\'(0.0785-0.0815]\'',6,9,'\'(0.99455-0.99535]\'',3.59,0.54,11.5,6
7.4,0.52,0.13,2.4,'\'(0.0755-0.0785]\'',34,61,'\'(0.99455-0.99535]\'',3.43,0.59,10.8,6
7.3,0.305,0.39,1.2,'\'(-inf-0.0605]\'',7,11,'\'(-inf-0.99455]\'',3.29,0.52,11.5,6
9.3,0.38,0.48,3.8,'\'(0.1065-inf)\'',3,11,'\'(0.99535-0.995865]\'',3.23,0.57,13.2,6
9.1,0.28,0.46,9,'\'(0.1065-inf)\'',3,9,'\'(0.99816-0.99912]\'',3.18,0.6,10.9,6
10,0.46,0.44,2.9,'\'(0.0605-0.0675]\'',4,8,'\'(0.996305-0.996755]\'',3.33,0.62,12.2,6
9.4,0.395,0.46,4.6,'\'(0.0935-0.1065]\'',3,10,'\'(0.996305-0.996755]\'',3.27,0.64,12.2,7
7.3,0.305,0.39,1.2,'\'(-inf-0.0605]\'',7,11,'\'(-inf-0.99455]\'',3.29,0.52,11.5,6
8.6,0.315,0.4,2.2,'\'(0.0785-0.0815]\'',3,6,'\'(0.99455-0.99535]\'',3.27,0.67,11.9,6
5.3,0.715,0.19,1.5,'\'(0.1065-inf)\'',7,62,'\'(-inf-0.99455]\'',3.62,0.61,11,5
6.8,0.41,0.31,8.8,'\'(0.0815-0.0865]\'',26,45,'\'(0.99816-0.99912]\'',3.38,0.64,10.1,6
8.4,0.36,0.32,2.2,'\'(0.0785-0.0815]\'',32,79,'\'(0.996305-0.996755]\'',3.3,0.72,11,6
8.4,0.62,0.12,1.8,'\'(0.0675-0.0725]\'',38,46,'\'(0.99455-0.99535]\'',3.38,0.89,11.8,6
9.6,0.41,0.37,2.3,'\'(0.0865-0.0935]\'',10,23,'\'(0.99759-0.99816]\'',3.24,0.56,10.5,5
8.4,0.36,0.32,2.2,'\'(0.0785-0.0815]\'',32,79,'\'(0.996305-0.996755]\'',3.3,0.72,11,6
8.4,0.62,0.12,1.8,'\'(0.0675-0.0725]\'',38,46,'\'(0.99455-0.99535]\'',3.38,0.89,11.8,6
6.8,0.41,0.31,8.8,'\'(0.0815-0.0865]\'',26,45,'\'(0.99816-0.99912]\'',3.38,0.64,10.1,6
8.6,0.47,0.27,2.3,'\'(-inf-0.0605]\'',14,28,'\'(0.99455-0.99535]\'',3.18,0.8,11.2,5
8.6,0.22,0.36,1.9,'\'(0.0605-0.0675]\'',53,77,'\'(0.995865-0.996305]\'',3.47,0.87,11,7
9.4,0.24,0.33,2.3,'\'(0.0605-0.0675]\'',52,73,'\'(0.99759-0.99816]\'',3.47,0.9,10.2,6
8.4,0.67,0.19,2.2,'\'(0.0865-0.0935]\'',11,75,'\'(0.997175-0.99759]\'',3.2,0.59,9.2,4
8.6,0.47,0.27,2.3,'\'(-inf-0.0605]\'',14,28,'\'(0.99455-0.99535]\'',3.18,0.8,11.2,5
8.7,0.33,0.38,3.3,'\'(0.0605-0.0675]\'',10,19,'\'(0.99455-0.99535]\'',3.3,0.73,12,7
6.6,0.61,0.01,1.9,'\'(0.0785-0.0815]\'',8,25,'\'(0.997175-0.99759]\'',3.69,0.73,10.5,5
7.4,0.61,0.01,2,'\'(0.0725-0.0755]\'',13,38,'\'(0.997175-0.99759]\'',3.48,0.65,9.8,5
7.6,0.4,0.29,1.9,'\'(0.0755-0.0785]\'',29,66,'\'(0.996755-0.997175]\'',3.45,0.59,9.5,6
7.4,0.61,0.01,2,'\'(0.0725-0.0755]\'',13,38,'\'(0.997175-0.99759]\'',3.48,0.65,9.8,5
6.6,0.61,0.01,1.9,'\'(0.0785-0.0815]\'',8,25,'\'(0.997175-0.99759]\'',3.69,0.73,10.5,5
8.8,0.3,0.38,2.3,'\'(-inf-0.0605]\'',19,72,'\'(0.99535-0.995865]\'',3.39,0.72,11.8,6
8.8,0.3,0.38,2.3,'\'(-inf-0.0605]\'',19,72,'\'(0.99535-0.995865]\'',3.39,0.72,11.8,6
12,0.63,0.5,1.4,'\'(0.0675-0.0725]\'',6,26,'\'(0.99759-0.99816]\'',3.07,0.6,10.4,4
7.2,0.38,0.38,2.8,'\'(0.0675-0.0725]\'',23,42,'\'(-inf-0.99455]\'',3.34,0.72,12.9,7
6.2,0.46,0.17,1.6,'\'(0.0725-0.0755]\'',7,11,'\'(-inf-0.99455]\'',3.61,0.54,11.4,5
9.6,0.33,0.52,2.2,'\'(0.0725-0.0755]\'',13,25,'\'(0.99455-0.99535]\'',3.36,0.76,12.4,7
9.9,0.27,0.49,5,'\'(0.0815-0.0865]\'',9,17,'\'(0.99455-0.99535]\'',3.19,0.52,12.5,7
10.1,0.43,0.4,2.6,'\'(0.0865-0.0935]\'',13,52,'\'(0.99816-0.99912]\'',3.22,0.64,10,7
9.8,0.5,0.34,2.3,'\'(0.0935-0.1065]\'',10,45,'\'(0.99816-0.99912]\'',3.24,0.6,9.7,7
8.3,0.3,0.49,3.8,'\'(0.0865-0.0935]\'',11,24,'\'(0.99455-0.99535]\'',3.27,0.64,12.1,7
10.2,0.44,0.42,2,'\'(0.0675-0.0725]\'',7,20,'\'(0.99535-0.995865]\'',3.14,0.79,11.1,7
10.2,0.44,0.58,4.1,'\'(0.0865-0.0935]\'',11,24,'\'(0.997175-0.99759]\'',3.29,0.99,12,7
8.3,0.28,0.48,2.1,'\'(0.0865-0.0935]\'',6,12,'\'(-inf-0.99455]\'',3.26,0.62,12.4,7
8.9,0.12,0.45,1.8,'\'(0.0725-0.0755]\'',10,21,'\'(0.99535-0.995865]\'',3.41,0.76,11.9,7
8.9,0.12,0.45,1.8,'\'(0.0725-0.0755]\'',10,21,'\'(0.99535-0.995865]\'',3.41,0.76,11.9,7
8.9,0.12,0.45,1.8,'\'(0.0725-0.0755]\'',10,21,'\'(0.99535-0.995865]\'',3.41,0.76,11.9,7
8.3,0.28,0.48,2.1,'\'(0.0865-0.0935]\'',6,12,'\'(-inf-0.99455]\'',3.26,0.62,12.4,7
8.2,0.31,0.4,2.2,'\'(-inf-0.0605]\'',6,10,'\'(0.99535-0.995865]\'',3.31,0.68,11.2,7
10.2,0.34,0.48,2.1,'\'(-inf-0.0605]\'',5,9,'\'(0.99455-0.99535]\'',3.2,0.69,12.1,7
7.6,0.43,0.4,2.7,'\'(0.0815-0.0865]\'',6,11,'\'(0.99535-0.995865]\'',3.44,0.54,12.2,6
8.5,0.21,0.52,1.9,'\'(0.0865-0.0935]\'',9,23,'\'(0.996305-0.996755]\'',3.36,0.67,10.4,5
9,0.36,0.52,2.1,'\'(0.1065-inf)\'',5,10,'\'(0.99535-0.995865]\'',3.31,0.62,11.3,6
9.5,0.37,0.52,2,'\'(0.0865-0.0935]\'',12,51,'\'(0.995865-0.996305]\'',3.29,0.58,11.1,6
6.4,0.57,0.12,2.3,'\'(0.1065-inf)\'',25,36,'\'(0.99455-0.99535]\'',3.47,0.71,11.3,7
8,0.59,0.05,2,'\'(0.0865-0.0935]\'',12,32,'\'(0.997175-0.99759]\'',3.36,0.61,10,5
8.5,0.47,0.27,1.9,'\'(-inf-0.0605]\'',18,38,'\'(0.99455-0.99535]\'',3.16,0.85,11.1,6
7.1,0.56,0.14,1.6,'\'(0.0755-0.0785]\'',7,18,'\'(0.995865-0.996305]\'',3.27,0.62,9.3,5
6.6,0.57,0.02,2.1,'\'(0.1065-inf)\'',6,16,'\'(0.996305-0.996755]\'',3.38,0.69,9.5,5
8.8,0.27,0.39,2,'\'(0.0935-0.1065]\'',20,27,'\'(0.99535-0.995865]\'',3.15,0.69,11.2,6
8.5,0.47,0.27,1.9,'\'(-inf-0.0605]\'',18,38,'\'(0.99455-0.99535]\'',3.16,0.85,11.1,6
8.3,0.34,0.4,2.4,'\'(0.0605-0.0675]\'',24,48,'\'(0.99535-0.995865]\'',3.34,0.86,11,6
9,0.38,0.41,2.4,'\'(0.0935-0.1065]\'',6,10,'\'(0.995865-0.996305]\'',3.13,0.58,11.9,7
8.5,0.66,0.2,2.1,'\'(0.0935-0.1065]\'',23,113,'\'(0.997175-0.99759]\'',3.13,0.48,9.2,5
9,0.4,0.43,2.4,'\'(0.0675-0.0725]\'',29,46,'\'(-inf-0.99455]\'',3.2,0.6,12.2,6
6.7,0.56,0.09,2.9,'\'(0.0785-0.0815]\'',7,22,'\'(0.996305-0.996755]\'',3.46,0.61,10.2,5
10.4,0.26,0.48,1.9,'\'(0.0605-0.0675]\'',6,10,'\'(0.997175-0.99759]\'',3.33,0.87,10.9,6
10.4,0.26,0.48,1.9,'\'(0.0605-0.0675]\'',6,10,'\'(0.997175-0.99759]\'',3.33,0.87,10.9,6
10.1,0.38,0.5,2.4,'\'(0.0935-0.1065]\'',6,13,'\'(0.996305-0.996755]\'',3.22,0.65,11.6,7
8.5,0.34,0.44,1.7,'\'(0.0785-0.0815]\'',6,12,'\'(0.995865-0.996305]\'',3.52,0.63,10.7,5
8.8,0.33,0.41,5.9,'\'(0.0725-0.0755]\'',7,13,'\'(0.996305-0.996755]\'',3.3,0.62,12.1,7
7.2,0.41,0.3,2.1,'\'(0.0815-0.0865]\'',35,72,'\'(0.996755-0.997175]\'',3.44,0.52,9.4,5
7.2,0.41,0.3,2.1,'\'(0.0815-0.0865]\'',35,72,'\'(0.996755-0.997175]\'',3.44,0.52,9.4,5
8.4,0.59,0.29,2.6,'\'(0.1065-inf)\'',31,119,'\'(0.99759-0.99816]\'',3.15,0.5,9.1,5
7,0.4,0.32,3.6,'\'(0.0605-0.0675]\'',9,29,'\'(-inf-0.99455]\'',3.28,0.49,11.3,7
12.2,0.45,0.49,1.4,'\'(0.0725-0.0755]\'',3,6,'\'(0.996755-0.997175]\'',3.13,0.63,10.4,5
9.1,0.5,0.3,1.9,'\'(0.0605-0.0675]\'',8,17,'\'(0.99759-0.99816]\'',3.32,0.71,10.5,6
9.5,0.86,0.26,1.9,'\'(0.0785-0.0815]\'',13,28,'\'(0.996755-0.997175]\'',3.25,0.62,10,5
7.3,0.52,0.32,2.1,'\'(0.0675-0.0725]\'',51,70,'\'(-inf-0.99455]\'',3.34,0.82,12.9,6
9.1,0.5,0.3,1.9,'\'(0.0605-0.0675]\'',8,17,'\'(0.99759-0.99816]\'',3.32,0.71,10.5,6
12.2,0.45,0.49,1.4,'\'(0.0725-0.0755]\'',3,6,'\'(0.996755-0.997175]\'',3.13,0.63,10.4,5
7.4,0.58,0,2,'\'(0.0605-0.0675]\'',7,11,'\'(0.99535-0.995865]\'',3.45,0.58,11.3,6
9.8,0.34,0.39,1.4,'\'(0.0605-0.0675]\'',3,7,'\'(0.99455-0.99535]\'',3.19,0.55,11.4,7
7.1,0.36,0.3,1.6,'\'(0.0785-0.0815]\'',35,70,'\'(0.996755-0.997175]\'',3.44,0.5,9.4,5
7.7,0.39,0.12,1.7,'\'(0.0935-0.1065]\'',19,27,'\'(0.995865-0.996305]\'',3.16,0.49,9.4,5
9.7,0.295,0.4,1.5,'\'(0.0725-0.0755]\'',14,21,'\'(0.99535-0.995865]\'',3.14,0.51,10.9,6
7.7,0.39,0.12,1.7,'\'(0.0935-0.1065]\'',19,27,'\'(0.995865-0.996305]\'',3.16,0.49,9.4,5
7.1,0.34,0.28,2,'\'(0.0815-0.0865]\'',31,68,'\'(0.996755-0.997175]\'',3.45,0.48,9.4,5
6.5,0.4,0.1,2,'\'(0.0755-0.0785]\'',30,47,'\'(0.99535-0.995865]\'',3.36,0.48,9.4,6
7.1,0.34,0.28,2,'\'(0.0815-0.0865]\'',31,68,'\'(0.996755-0.997175]\'',3.45,0.48,9.4,5
10,0.35,0.45,2.5,'\'(0.0865-0.0935]\'',20,88,'\'(0.99912-inf)\'',3.15,0.43,9.4,5
