@relation 'winequality-white-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R4,8-precision6'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' {'\'(-inf-7.12]\'','\'(7.12-13.64]\'','\'(13.64-20.16]\'','\'(20.16-26.68]\'','\'(26.68-33.2]\'','\'(33.2-39.72]\'','\'(39.72-46.24]\'','\'(46.24-52.76]\'','\'(52.76-59.28]\'','\'(59.28-inf)\''}
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density {'\'(-inf-0.992297]\'','\'(0.992297-0.997484]\'','\'(0.997484-1.002671]\'','\'(1.002671-1.007858]\'','\'(1.007858-1.013045]\'','\'(1.013045-1.018232]\'','\'(1.018232-1.023419]\'','\'(1.023419-1.028606]\'','\'(1.028606-1.033793]\'','\'(1.033793-inf)\''}
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
6.4,0.29,0.44,'\'(-inf-7.12]\'',0.197,75,183,'\'(0.992297-0.997484]\'',3.01,0.38,9.1,5
6.8,0.26,0.24,'\'(7.12-13.64]\'',0.052,54,214,'\'(0.992297-0.997484]\'',3.13,0.47,8.9,5
7.1,0.32,0.24,'\'(7.12-13.64]\'',0.05,52,204,'\'(0.997484-1.002671]\'',3.1,0.49,8.8,5
6.8,0.26,0.24,'\'(7.12-13.64]\'',0.052,54,214,'\'(0.992297-0.997484]\'',3.13,0.47,8.9,5
6.8,0.27,0.26,'\'(13.64-20.16]\'',0.049,55,196,'\'(0.997484-1.002671]\'',3.15,0.5,9.3,5
7.1,0.32,0.24,'\'(7.12-13.64]\'',0.05,52,204,'\'(0.997484-1.002671]\'',3.1,0.49,8.8,5
6.9,0.54,0.32,'\'(7.12-13.64]\'',0.05,53,236,'\'(0.992297-0.997484]\'',3.2,0.5,9.6,5
6.8,0.26,0.34,'\'(13.64-20.16]\'',0.034,39,134,'\'(0.992297-0.997484]\'',3.33,0.53,12,6
5.8,0.28,0.35,'\'(-inf-7.12]\'',0.053,36,114,'\'(0.992297-0.997484]\'',3.28,0.5,10.2,4
6.4,0.21,0.5,'\'(7.12-13.64]\'',0.042,45,153,'\'(0.992297-0.997484]\'',3.15,0.43,8.8,5
7,0.16,0.32,'\'(7.12-13.64]\'',0.045,38,126,'\'(0.992297-0.997484]\'',3.21,0.34,9.2,5
10.2,0.44,0.88,'\'(-inf-7.12]\'',0.049,20,124,'\'(0.992297-0.997484]\'',2.99,0.51,9.9,4
6.8,0.57,0.29,'\'(-inf-7.12]\'',0.04,15,77,'\'(0.992297-0.997484]\'',3.32,0.74,10.2,5
6.1,0.4,0.31,'\'(-inf-7.12]\'',0.048,23,170,'\'(0.992297-0.997484]\'',3.22,0.77,9.5,6
5.6,0.245,0.25,'\'(7.12-13.64]\'',0.032,12,68,'\'(0.992297-0.997484]\'',3.31,0.34,10.5,5
6.8,0.18,0.38,'\'(-inf-7.12]\'',0.038,35,111,'\'(-inf-0.992297]\'',3.32,0.59,11.2,7
7,0.16,0.32,'\'(7.12-13.64]\'',0.045,38,126,'\'(0.992297-0.997484]\'',3.21,0.34,9.2,5
6.7,0.13,0.29,'\'(-inf-7.12]\'',0.051,31,122,'\'(0.992297-0.997484]\'',3.44,0.37,9.7,6
6.2,0.25,0.25,'\'(-inf-7.12]\'',0.03,35,105,'\'(-inf-0.992297]\'',3.3,0.44,11.1,7
5.8,0.26,0.24,'\'(7.12-13.64]\'',0.044,55,152,'\'(0.992297-0.997484]\'',3.31,0.38,9.4,5
7.5,0.27,0.36,'\'(-inf-7.12]\'',0.036,45,164,'\'(0.992297-0.997484]\'',3.03,0.33,11,5
5.8,0.26,0.24,'\'(7.12-13.64]\'',0.044,55,152,'\'(0.992297-0.997484]\'',3.31,0.38,9.4,5
5.7,0.28,0.24,'\'(13.64-20.16]\'',0.044,60,167,'\'(0.997484-1.002671]\'',3.31,0.44,9.4,5
7.5,0.23,0.36,'\'(-inf-7.12]\'',0.036,43,161,'\'(0.992297-0.997484]\'',3.04,0.32,11,5
7.5,0.27,0.36,'\'(-inf-7.12]\'',0.036,45,164,'\'(0.992297-0.997484]\'',3.03,0.33,11,5
7.2,0.685,0.21,'\'(7.12-13.64]\'',0.07,33,172,'\'(0.992297-0.997484]\'',3,0.55,9.1,6
6.2,0.25,0.25,'\'(-inf-7.12]\'',0.03,35,105,'\'(-inf-0.992297]\'',3.3,0.44,11.1,7
6.5,0.19,0.3,'\'(-inf-7.12]\'',0.043,33,144,'\'(0.992297-0.997484]\'',3.42,0.39,9.1,6
6.3,0.495,0.22,'\'(-inf-7.12]\'',0.046,31,140,'\'(0.992297-0.997484]\'',3.39,0.54,10.4,6
7.1,0.24,0.41,'\'(13.64-20.16]\'',0.046,39,145,'\'(0.997484-1.002671]\'',3.32,0.39,8.7,5
6.4,0.17,0.32,'\'(-inf-7.12]\'',0.048,41,200,'\'(0.992297-0.997484]\'',3.5,0.5,9.7,6
7.1,0.25,0.32,'\'(7.12-13.64]\'',0.041,66,272,'\'(0.992297-0.997484]\'',3.17,0.52,9.1,6
6.4,0.17,0.32,'\'(-inf-7.12]\'',0.048,41,200,'\'(0.992297-0.997484]\'',3.5,0.5,9.7,6
7.1,0.24,0.41,'\'(13.64-20.16]\'',0.046,39,145,'\'(0.997484-1.002671]\'',3.32,0.39,8.7,5
6.8,0.64,0.08,'\'(7.12-13.64]\'',0.062,26,142,'\'(0.992297-0.997484]\'',3.37,0.46,8.9,4
8.3,0.28,0.4,'\'(7.12-13.64]\'',0.041,38,194,'\'(0.997484-1.002671]\'',3.34,0.51,9.6,6
8.2,0.27,0.39,'\'(7.12-13.64]\'',0.039,49,208,'\'(0.997484-1.002671]\'',3.31,0.51,9.5,6
7.2,0.23,0.38,'\'(13.64-20.16]\'',0.058,55,194,'\'(0.997484-1.002671]\'',3.09,0.44,9,6
7.2,0.23,0.38,'\'(13.64-20.16]\'',0.058,55,194,'\'(0.997484-1.002671]\'',3.09,0.44,9,6
7.2,0.23,0.38,'\'(13.64-20.16]\'',0.058,55,194,'\'(0.997484-1.002671]\'',3.09,0.44,9,6
7.2,0.23,0.38,'\'(13.64-20.16]\'',0.058,55,194,'\'(0.997484-1.002671]\'',3.09,0.44,9,6
6.8,0.52,0.32,'\'(7.12-13.64]\'',0.044,54,221,'\'(0.992297-0.997484]\'',3.27,0.5,9.6,6
7,0.26,0.59,'\'(-inf-7.12]\'',0.037,40,120,'\'(-inf-0.992297]\'',3.34,0.41,11.1,7
6.2,0.25,0.21,'\'(13.64-20.16]\'',0.039,28,159,'\'(0.997484-1.002671]\'',3.48,0.64,9.6,6
7.3,0.32,0.23,'\'(13.64-20.16]\'',0.05,49,197,'\'(0.997484-1.002671]\'',3.2,0.46,8.7,5
7.7,0.31,0.26,'\'(7.12-13.64]\'',0.031,23,90,'\'(0.992297-0.997484]\'',3.13,0.5,10.4,5
7.1,0.21,0.37,'\'(-inf-7.12]\'',0.026,23,100,'\'(-inf-0.992297]\'',3.15,0.38,11.4,7
6.8,0.24,0.34,'\'(-inf-7.12]\'',0.047,64.5,218.5,'\'(0.992297-0.997484]\'',3.3,0.58,9.7,6
6.9,0.4,0.56,'\'(7.12-13.64]\'',0.043,40,142,'\'(0.997484-1.002671]\'',3.14,0.46,8.7,5
6.1,0.18,0.36,'\'(-inf-7.12]\'',0.038,20,249.5,'\'(0.992297-0.997484]\'',3.37,0.79,11.3,6
6.8,0.21,0.27,'\'(-inf-7.12]\'',0.03,26,139,'\'(-inf-0.992297]\'',3.16,0.61,12.6,7
5.8,0.2,0.27,'\'(-inf-7.12]\'',0.031,12,77,'\'(-inf-0.992297]\'',3.25,0.36,10.9,7
5.6,0.19,0.26,'\'(-inf-7.12]\'',0.03,12,76,'\'(-inf-0.992297]\'',3.25,0.37,10.9,7
6.1,0.41,0.14,'\'(7.12-13.64]\'',0.037,18,119,'\'(0.992297-0.997484]\'',3.38,0.45,10,5
5.9,0.21,0.28,'\'(-inf-7.12]\'',0.053,40,199,'\'(0.992297-0.997484]\'',3.72,0.7,10,4
8.5,0.26,0.21,'\'(13.64-20.16]\'',0.074,41,197,'\'(0.997484-1.002671]\'',3.02,0.5,9.8,3
6.9,0.4,0.56,'\'(7.12-13.64]\'',0.043,40,142,'\'(0.997484-1.002671]\'',3.14,0.46,8.7,5
5.8,0.24,0.44,'\'(-inf-7.12]\'',0.029,5,109,'\'(-inf-0.992297]\'',3.53,0.43,11.7,3
5.8,0.24,0.39,'\'(-inf-7.12]\'',0.054,37,158,'\'(0.992297-0.997484]\'',3.21,0.52,9.3,6
6.7,0.26,0.39,'\'(-inf-7.12]\'',0.04,45,147,'\'(0.992297-0.997484]\'',3.32,0.58,9.6,8
6.3,0.35,0.3,'\'(-inf-7.12]\'',0.035,8,97,'\'(0.992297-0.997484]\'',3.27,0.41,11,7
6.3,0.35,0.3,'\'(-inf-7.12]\'',0.035,8,97,'\'(0.992297-0.997484]\'',3.27,0.41,11,7
6.4,0.23,0.39,'\'(-inf-7.12]\'',0.032,23,118,'\'(-inf-0.992297]\'',3.32,0.5,11.8,6
5.8,0.36,0.38,'\'(-inf-7.12]\'',0.037,3,75,'\'(-inf-0.992297]\'',3.28,0.34,11.4,4
6.9,0.115,0.35,'\'(-inf-7.12]\'',0.048,36,108,'\'(0.992297-0.997484]\'',3.32,0.42,10.2,6
6.9,0.29,0.4,'\'(13.64-20.16]\'',0.043,36,156,'\'(0.997484-1.002671]\'',2.93,0.47,8.9,5
6.9,0.28,0.4,'\'(7.12-13.64]\'',0.036,15,95,'\'(0.992297-0.997484]\'',3.17,0.33,10.2,5
7.2,0.29,0.4,'\'(7.12-13.64]\'',0.045,66,231,'\'(0.997484-1.002671]\'',3.08,0.59,9.6,6
6.2,0.24,0.35,'\'(-inf-7.12]\'',0.038,22,167,'\'(-inf-0.992297]\'',3.1,0.48,10.6,6
6.9,0.29,0.4,'\'(13.64-20.16]\'',0.043,36,156,'\'(0.997484-1.002671]\'',2.93,0.47,8.9,5
6.9,0.32,0.26,'\'(7.12-13.64]\'',0.053,32,180,'\'(0.992297-0.997484]\'',3.25,0.51,9.2,6
5.3,0.58,0.07,'\'(-inf-7.12]\'',0.043,34,149,'\'(0.992297-0.997484]\'',3.34,0.57,9.7,5
5.3,0.585,0.07,'\'(-inf-7.12]\'',0.044,34,145,'\'(0.992297-0.997484]\'',3.34,0.57,9.7,6
5.4,0.59,0.07,'\'(-inf-7.12]\'',0.045,36,147,'\'(0.992297-0.997484]\'',3.34,0.57,9.7,6
6.9,0.32,0.26,'\'(7.12-13.64]\'',0.053,32,180,'\'(0.992297-0.997484]\'',3.25,0.51,9.2,6
5.2,0.6,0.07,'\'(-inf-7.12]\'',0.044,33,147,'\'(0.992297-0.997484]\'',3.33,0.58,9.7,5
5.8,0.25,0.26,'\'(7.12-13.64]\'',0.051,44,148,'\'(0.992297-0.997484]\'',3.29,0.38,9.3,5
6.6,0.58,0.3,'\'(-inf-7.12]\'',0.057,30,123,'\'(0.992297-0.997484]\'',3.24,0.38,9,5
7,0.29,0.54,'\'(7.12-13.64]\'',0.046,59,234,'\'(0.992297-0.997484]\'',3.05,0.61,9.5,5
6.6,0.19,0.41,'\'(7.12-13.64]\'',0.046,51,169,'\'(0.992297-0.997484]\'',3.14,0.57,9.8,6
6.7,0.2,0.41,'\'(7.12-13.64]\'',0.044,50,166,'\'(0.992297-0.997484]\'',3.14,0.58,9.8,6
7.7,0.26,0.4,'\'(-inf-7.12]\'',0.042,9,60,'\'(-inf-0.992297]\'',2.89,0.5,10.6,5
6.8,0.32,0.34,'\'(-inf-7.12]\'',0.044,14,67,'\'(-inf-0.992297]\'',3.05,0.47,10.6,4
7,0.3,0.49,'\'(-inf-7.12]\'',0.036,17,105,'\'(-inf-0.992297]\'',3.26,0.68,12.4,7
7,0.24,0.36,'\'(-inf-7.12]\'',0.034,22,112,'\'(-inf-0.992297]\'',3.19,0.38,12.6,8
6.1,0.31,0.58,'\'(-inf-7.12]\'',0.039,36,114,'\'(-inf-0.992297]\'',3.3,0.6,12.3,8
6.8,0.44,0.37,'\'(-inf-7.12]\'',0.047,46,201,'\'(0.992297-0.997484]\'',3.08,0.65,10.5,4
6.7,0.34,0.3,'\'(13.64-20.16]\'',0.054,51,196,'\'(0.997484-1.002671]\'',3.19,0.49,9.3,5
7.1,0.35,0.24,'\'(13.64-20.16]\'',0.055,46,198,'\'(0.997484-1.002671]\'',3.12,0.49,8.8,5
7.3,0.32,0.25,'\'(7.12-13.64]\'',0.056,47,180,'\'(0.992297-0.997484]\'',3.08,0.47,8.8,5
6.5,0.28,0.33,'\'(13.64-20.16]\'',0.053,51,190,'\'(0.997484-1.002671]\'',3.22,0.51,9.7,6
7.2,0.23,0.39,'\'(13.64-20.16]\'',0.058,49,192,'\'(0.997484-1.002671]\'',2.98,0.48,9,7
7.2,0.23,0.39,'\'(13.64-20.16]\'',0.058,49,192,'\'(0.997484-1.002671]\'',2.98,0.48,9,7
7.2,0.23,0.39,'\'(13.64-20.16]\'',0.058,49,192,'\'(0.997484-1.002671]\'',2.98,0.48,9,7
7.2,0.23,0.39,'\'(13.64-20.16]\'',0.058,49,192,'\'(0.997484-1.002671]\'',2.98,0.48,9,7
5.9,0.15,0.31,'\'(-inf-7.12]\'',0.041,53,155,'\'(0.992297-0.997484]\'',3.52,0.46,10.5,6
7.4,0.28,0.42,'\'(13.64-20.16]\'',0.066,53,195,'\'(0.997484-1.002671]\'',2.96,0.44,9.1,5
6.2,0.28,0.22,'\'(7.12-13.64]\'',0.041,26,157,'\'(0.992297-0.997484]\'',3.44,0.64,9.8,7
9.1,0.59,0.38,'\'(-inf-7.12]\'',0.066,34,182,'\'(0.992297-0.997484]\'',3.23,0.38,8.5,3
6.3,0.33,0.27,'\'(-inf-7.12]\'',0.046,34,175,'\'(0.992297-0.997484]\'',3.37,0.54,9.4,6
8.3,0.39,0.7,'\'(7.12-13.64]\'',0.045,33,169,'\'(0.997484-1.002671]\'',3.09,0.57,9.4,5
7.2,0.19,0.46,'\'(-inf-7.12]\'',0.041,82,187,'\'(0.992297-0.997484]\'',3.19,0.6,11.2,7
7.5,0.17,0.44,'\'(7.12-13.64]\'',0.046,65,146,'\'(0.992297-0.997484]\'',3.17,0.45,10,6
6.7,0.17,0.5,'\'(-inf-7.12]\'',0.043,27,122,'\'(0.992297-0.997484]\'',3.15,0.45,10.3,6
6.1,0.41,0,'\'(-inf-7.12]\'',0.063,36,87,'\'(-inf-0.992297]\'',3.27,0.67,10.8,6
8.3,0.2,0.35,'\'(-inf-7.12]\'',0.05,12,74,'\'(-inf-0.992297]\'',3.13,0.38,10.5,6
6.1,0.41,0,'\'(-inf-7.12]\'',0.063,36,87,'\'(-inf-0.992297]\'',3.27,0.67,10.8,6
6,0.29,0.21,'\'(-inf-7.12]\'',0.055,42,168,'\'(-inf-0.992297]\'',3.32,0.43,11.1,6
7.3,0.41,0.24,'\'(-inf-7.12]\'',0.057,41,163,'\'(0.992297-0.997484]\'',3.2,0.41,9.9,6
7.3,0.41,0.24,'\'(-inf-7.12]\'',0.057,41,163,'\'(0.992297-0.997484]\'',3.2,0.41,9.9,6
7.2,0.43,0.24,'\'(-inf-7.12]\'',0.058,40,163,'\'(0.992297-0.997484]\'',3.2,0.41,9.9,5
7.3,0.4,0.24,'\'(-inf-7.12]\'',0.058,41,166,'\'(0.992297-0.997484]\'',3.2,0.41,9.9,6
6.2,0.33,0.27,'\'(-inf-7.12]\'',0.036,30,134,'\'(0.992297-0.997484]\'',3.2,0.42,10.4,7
6.2,0.31,0.26,'\'(-inf-7.12]\'',0.037,36,148,'\'(0.992297-0.997484]\'',3.21,0.41,10.4,6
6.1,0.36,0.27,'\'(-inf-7.12]\'',0.035,16,100,'\'(-inf-0.992297]\'',3.4,0.71,11.5,7
5,0.55,0.14,'\'(7.12-13.64]\'',0.032,35,164,'\'(-inf-0.992297]\'',3.53,0.51,12.5,8
7.8,0.25,0.41,'\'(-inf-7.12]\'',0.042,37,149,'\'(0.992297-0.997484]\'',3.36,0.45,10,6
5.7,0.36,0.21,'\'(-inf-7.12]\'',0.038,51,166,'\'(0.992297-0.997484]\'',3.29,0.63,10,6
5.8,0.34,0.21,'\'(-inf-7.12]\'',0.04,50,167,'\'(0.992297-0.997484]\'',3.29,0.62,10,5
6.8,0.28,0.6,'\'(-inf-7.12]\'',0.132,42,127,'\'(0.992297-0.997484]\'',3.09,0.44,9.1,6
6.8,0.25,0.34,'\'(-inf-7.12]\'',0.031,34,134,'\'(0.992297-0.997484]\'',3.21,0.38,10.6,6
6.6,0.24,0.35,'\'(7.12-13.64]\'',0.031,36,135,'\'(0.992297-0.997484]\'',3.19,0.37,10.5,5
5.9,0.3,0.47,'\'(7.12-13.64]\'',0.03,19,133,'\'(0.992297-0.997484]\'',3.52,0.43,11.5,7
6.1,0.125,0.25,'\'(-inf-7.12]\'',0.04,10,69,'\'(0.992297-0.997484]\'',3.54,0.59,10.1,6
6,0.1,0.24,'\'(-inf-7.12]\'',0.041,15,65,'\'(0.992297-0.997484]\'',3.61,0.61,10.3,7
6.6,0.24,0.35,'\'(7.12-13.64]\'',0.031,36,135,'\'(0.992297-0.997484]\'',3.19,0.37,10.5,5
6.8,0.25,0.34,'\'(-inf-7.12]\'',0.031,34,134,'\'(0.992297-0.997484]\'',3.21,0.38,10.6,6
6.8,0.28,0.44,'\'(7.12-13.64]\'',0.031,35,137,'\'(0.992297-0.997484]\'',3.16,0.36,10.4,6
8.3,0.41,0.51,'\'(-inf-7.12]\'',0.046,11,207,'\'(0.992297-0.997484]\'',3.02,0.55,11.4,5
7.5,0.27,0.31,'\'(-inf-7.12]\'',0.057,131,313,'\'(0.992297-0.997484]\'',3.18,0.59,10.5,5
7.9,0.26,0.41,'\'(13.64-20.16]\'',0.04,38,216,'\'(0.997484-1.002671]\'',2.96,0.6,10,6
6.4,0.34,0.23,'\'(-inf-7.12]\'',0.039,37,143,'\'(0.992297-0.997484]\'',3.19,0.65,10,6
6.5,0.28,0.35,'\'(13.64-20.16]\'',0.042,55,195,'\'(0.997484-1.002671]\'',3.23,0.5,9.6,6
7.2,0.21,0.41,'\'(-inf-7.12]\'',0.036,33,85,'\'(-inf-0.992297]\'',3.17,0.51,10.4,5
6.4,0.32,0.35,'\'(-inf-7.12]\'',0.03,34,101,'\'(-inf-0.992297]\'',3.36,0.6,12.5,8
6.8,0.24,0.34,'\'(-inf-7.12]\'',0.032,37,135,'\'(0.992297-0.997484]\'',3.2,0.39,10.6,5
6.3,0.23,0.3,'\'(-inf-7.12]\'',0.033,16,91,'\'(-inf-0.992297]\'',3.28,0.4,11.8,6
6.5,0.28,0.34,'\'(7.12-13.64]\'',0.038,30,133,'\'(0.992297-0.997484]\'',3.11,0.44,9.8,5
5.6,0.26,0.26,'\'(-inf-7.12]\'',0.031,12,80,'\'(0.992297-0.997484]\'',3.25,0.38,10.8,5
6.3,0.23,0.3,'\'(-inf-7.12]\'',0.033,16,91,'\'(-inf-0.992297]\'',3.28,0.4,11.8,6
6.3,0.23,0.33,'\'(-inf-7.12]\'',0.036,15,105,'\'(-inf-0.992297]\'',3.32,0.42,11.2,6
5.8,0.27,0.27,'\'(7.12-13.64]\'',0.045,55,170,'\'(0.992297-0.997484]\'',3.28,0.42,9.3,6
5.9,0.26,0.4,'\'(-inf-7.12]\'',0.047,12,139,'\'(0.992297-0.997484]\'',3.45,0.53,10.4,5
6.6,0.18,0.35,'\'(-inf-7.12]\'',0.049,49,141,'\'(0.992297-0.997484]\'',3.43,0.85,10.2,7
7.4,0.2,0.43,'\'(7.12-13.64]\'',0.045,27,153,'\'(0.992297-0.997484]\'',3.19,0.55,9,7
8,0.24,0.36,'\'(-inf-7.12]\'',0.047,17,129,'\'(0.992297-0.997484]\'',3.2,0.54,10,6
6.4,0.26,0.42,'\'(7.12-13.64]\'',0.044,30,140,'\'(0.992297-0.997484]\'',3.18,0.47,9.1,6
5.4,0.31,0.47,'\'(-inf-7.12]\'',0.053,46,144,'\'(0.992297-0.997484]\'',3.29,0.76,10,5
5.4,0.29,0.47,'\'(-inf-7.12]\'',0.052,47,145,'\'(0.992297-0.997484]\'',3.29,0.75,10,6
7.1,0.145,0.33,'\'(-inf-7.12]\'',0.05,33,131,'\'(0.992297-0.997484]\'',3.28,0.4,9.6,6
5.6,0.34,0.1,'\'(-inf-7.12]\'',0.031,20,68,'\'(-inf-0.992297]\'',3.36,0.51,11.2,7
6.7,0.19,0.41,'\'(13.64-20.16]\'',0.056,75,155,'\'(0.997484-1.002671]\'',3.2,0.44,8.8,6
7.8,0.18,0.46,'\'(7.12-13.64]\'',0.052,38,118,'\'(0.997484-1.002671]\'',3.15,0.5,10,6
7.6,0.17,0.45,'\'(7.12-13.64]\'',0.054,56,137,'\'(0.992297-0.997484]\'',3.15,0.47,10,5
6.3,0.12,0.36,'\'(-inf-7.12]\'',0.044,47,146,'\'(-inf-0.992297]\'',3.27,0.74,11.4,7
7.3,0.33,0.4,'\'(-inf-7.12]\'',0.038,32,138,'\'(-inf-0.992297]\'',3.03,0.3,11.9,7
5.5,0.335,0.3,'\'(-inf-7.12]\'',0.071,27,128,'\'(0.992297-0.997484]\'',3.14,0.51,9.6,6
7.3,0.33,0.4,'\'(-inf-7.12]\'',0.038,32,138,'\'(-inf-0.992297]\'',3.03,0.3,11.9,7
5.8,0.4,0.42,'\'(-inf-7.12]\'',0.047,38.5,245,'\'(0.992297-0.997484]\'',3.25,0.57,9.6,6
7.3,0.22,0.37,'\'(13.64-20.16]\'',0.063,48,191,'\'(0.997484-1.002671]\'',2.89,0.38,9,6
7.3,0.22,0.37,'\'(13.64-20.16]\'',0.063,48,191,'\'(0.997484-1.002671]\'',2.89,0.38,9,6
6.1,0.36,0.33,'\'(-inf-7.12]\'',0.05,24,169,'\'(0.992297-0.997484]\'',3.15,0.78,9.5,6
10,0.2,0.39,'\'(-inf-7.12]\'',0.05,19,152,'\'(0.992297-0.997484]\'',3,0.42,10.4,6
6.9,0.24,0.34,'\'(-inf-7.12]\'',0.04,43,161,'\'(0.992297-0.997484]\'',3.2,0.59,10.6,6
6.4,0.24,0.32,'\'(13.64-20.16]\'',0.047,54,162,'\'(0.992297-0.997484]\'',3.28,0.5,10.2,6
7.1,0.365,0.14,'\'(-inf-7.12]\'',0.055,24,84,'\'(0.992297-0.997484]\'',3.15,0.43,8.9,5
6.8,0.15,0.3,'\'(-inf-7.12]\'',0.05,40,127,'\'(0.992297-0.997484]\'',3.4,0.39,9.7,6
7.3,0.22,0.37,'\'(13.64-20.16]\'',0.063,48,191,'\'(0.997484-1.002671]\'',2.89,0.38,9,6
6.8,0.16,0.4,'\'(-inf-7.12]\'',0.037,18,102,'\'(0.992297-0.997484]\'',3.49,0.42,11.4,7
6,0.26,0.32,'\'(-inf-7.12]\'',0.028,29,113,'\'(-inf-0.992297]\'',3.4,0.71,12.3,7
6,0.18,0.27,'\'(-inf-7.12]\'',0.089,40,143,'\'(0.992297-0.997484]\'',3.49,0.62,10.8,6
6.9,0.33,0.21,'\'(-inf-7.12]\'',0.053,39,148,'\'(0.992297-0.997484]\'',3.12,0.45,9.4,6
7.7,0.29,0.48,'\'(-inf-7.12]\'',0.049,36,178,'\'(0.992297-0.997484]\'',3.17,0.64,10.6,6
7.1,0.39,0.35,'\'(7.12-13.64]\'',0.044,26,72,'\'(0.992297-0.997484]\'',3.17,0.29,11.6,5
6.9,0.33,0.21,'\'(-inf-7.12]\'',0.053,39,148,'\'(0.992297-0.997484]\'',3.12,0.45,9.4,6
7.7,0.29,0.48,'\'(-inf-7.12]\'',0.049,36,178,'\'(0.992297-0.997484]\'',3.17,0.64,10.6,6
6.6,0.905,0.19,'\'(-inf-7.12]\'',0.048,17,204,'\'(0.992297-0.997484]\'',3.34,0.56,10,5
7.2,0.27,0.27,'\'(-inf-7.12]\'',0.048,30,149,'\'(0.992297-0.997484]\'',3.1,0.51,9.2,6
5.1,0.33,0.22,'\'(-inf-7.12]\'',0.027,18,89,'\'(-inf-0.992297]\'',3.51,0.38,12.5,7
5.1,0.33,0.22,'\'(-inf-7.12]\'',0.027,18,89,'\'(-inf-0.992297]\'',3.51,0.38,12.5,7
6.4,0.31,0.28,'\'(-inf-7.12]\'',0.037,12,119,'\'(-inf-0.992297]\'',3.32,0.51,10.4,7
7.3,0.2,0.44,'\'(-inf-7.12]\'',0.045,21,98,'\'(0.992297-0.997484]\'',3.15,0.46,10,7
5.7,0.32,0.5,'\'(-inf-7.12]\'',0.049,17,155,'\'(0.992297-0.997484]\'',3.22,0.64,10,6
6.4,0.31,0.28,'\'(-inf-7.12]\'',0.037,12,119,'\'(-inf-0.992297]\'',3.32,0.51,10.4,7
7.3,0.2,0.44,'\'(-inf-7.12]\'',0.045,21,98,'\'(0.992297-0.997484]\'',3.15,0.46,10,7
7.2,0.28,0.26,'\'(7.12-13.64]\'',0.046,48,179,'\'(0.997484-1.002671]\'',3.1,0.52,9,6
7.5,0.35,0.28,'\'(7.12-13.64]\'',0.051,26,157,'\'(0.992297-0.997484]\'',3.12,0.53,9.2,6
7.2,0.27,0.27,'\'(-inf-7.12]\'',0.048,30,149,'\'(0.992297-0.997484]\'',3.1,0.51,9.2,6
6,0.36,0.39,'\'(-inf-7.12]\'',0.027,20,125,'\'(-inf-0.992297]\'',3.38,0.39,11.3,7
5.1,0.33,0.22,'\'(-inf-7.12]\'',0.027,18,89,'\'(-inf-0.992297]\'',3.51,0.38,12.5,7
5,0.17,0.56,'\'(-inf-7.12]\'',0.026,24,115,'\'(-inf-0.992297]\'',3.48,0.39,10.8,7
6.3,0.39,0.35,'\'(-inf-7.12]\'',0.04,82.5,260,'\'(0.992297-0.997484]\'',3.12,0.66,10.1,5
6.7,0.21,0.32,'\'(-inf-7.12]\'',0.047,29,140,'\'(0.992297-0.997484]\'',3.39,0.46,9.7,6
7,0.3,0.38,'\'(13.64-20.16]\'',0.032,60,181,'\'(0.997484-1.002671]\'',3.18,0.61,9.3,7
7,0.3,0.38,'\'(13.64-20.16]\'',0.032,60,181,'\'(0.997484-1.002671]\'',3.18,0.61,9.3,7
6.5,0.36,0.32,'\'(-inf-7.12]\'',0.031,13,66,'\'(-inf-0.992297]\'',3.1,0.46,10.6,5
6.1,0.55,0.15,'\'(7.12-13.64]\'',0.031,19,125,'\'(0.992297-0.997484]\'',3.36,0.47,10.2,6
7.3,0.24,0.43,'\'(-inf-7.12]\'',0.021,20,69,'\'(-inf-0.992297]\'',3.08,0.56,12.2,6
6.8,0.37,0.51,'\'(7.12-13.64]\'',0.044,62,163,'\'(0.997484-1.002671]\'',3.19,0.44,8.8,5
6.8,0.27,0.12,'\'(-inf-7.12]\'',0.04,87,168,'\'(-inf-0.992297]\'',3.18,0.41,10,5
8.2,0.28,0.42,'\'(-inf-7.12]\'',0.031,30,93,'\'(-inf-0.992297]\'',3.09,0.39,11.4,5
6.3,0.2,0.4,'\'(-inf-7.12]\'',0.037,35,107,'\'(-inf-0.992297]\'',3.46,0.5,11.4,6
5.9,0.26,0.27,'\'(13.64-20.16]\'',0.048,52,168,'\'(0.997484-1.002671]\'',3.35,0.44,9.4,5
6.4,0.19,0.42,'\'(-inf-7.12]\'',0.032,32,83,'\'(-inf-0.992297]\'',3.3,0.41,11.7,6
6.3,0.2,0.4,'\'(-inf-7.12]\'',0.037,35,107,'\'(-inf-0.992297]\'',3.46,0.5,11.4,6
